804f92a | 804f94d | _GLOBAL__sub_I_llvm_diff.cpp | _GLOBAL__sub_I_llvm_diff.cpp | inline=NO
8104723 | 8104732 | _ZN4llvm23SmallVectorTemplateBaseIcLb1EE13destroy_rangeEPcS2_ | destroy_range | inline=NO
81046ec | 8104722 | _ZN4llvm25SmallVectorTemplateCommonIcvE3endEv | end | inline=NO
810468e | 81046d6 | _ZN4llvm15SmallVectorImplIcED2Ev | ~SmallVectorImpl | inline=NO
8104770 | 8104794 | _ZN4llvm15SmallVectorImplIcEC2Ej | SmallVectorImpl | inline=NO
81046d8 | 81046eb | _ZN4llvm25SmallVectorTemplateCommonIcvE5beginEv | begin | inline=NO
8104734 | 8104747 | _ZNK4llvm25SmallVectorTemplateCommonIcvE5beginEv | begin | inline=NO
80bb7e8 | 80bb807 | _ZNKR4llvm8OptionalIjEdeEv | operator* | inline=NO
8099c12 | 8099c6e | _ZN4llvm25SmallVectorTemplateCommonINS_7remarks8ArgumentEvE4backEv | back | inline=NO
8099b46 | 8099c11 | _ZN4llvm15SmallVectorImplINS_7remarks8ArgumentEE12emplace_backIJEEERS2_DpOT_ | emplace_back<> | inline=NO
8099b00 | 8099b45 | _ZN4llvm7remarks8ArgumentC2Ev | Argument | inline=NO
85e8a12 | 85e8a30 | _ZNK4llvm8ArrayRefINS_7remarks27BitstreamRemarkParserHelper8ArgumentEE3endEv | end | inline=NO
85e89fe | 85e8a11 | _ZNK4llvm8ArrayRefINS_7remarks27BitstreamRemarkParserHelper8ArgumentEE5beginEv | begin | inline=NO
85e89de | 85e89fd | _ZNR4llvm8OptionalINS_8ArrayRefINS_7remarks27BitstreamRemarkParserHelper8ArgumentEEEEdeEv | operator* | inline=NO
85e18e2 | 85e194b | _ZN4llvm8ExpectedISt10unique_ptrINS_7remarks6RemarkESt14default_deleteIS3_EEEC2IS6_EEOT_PNSt9enable_ifIXsrSt14is_convertibleIS9_S6_E5valueEvE4typeE | Expected<std::unique_ptr<llvm::remarks::Remark> > | inline=NO
85e18cf | 85e18e0 | _ZSt4moveIRSt10unique_ptrIN4llvm7remarks6RemarkESt14default_deleteIS3_EEEONSt16remove_referenceIT_E4typeEOS9_ | move<std::unique_ptr<llvm::remarks::Remark>&> | inline=NO
85e89be | 85e89dd | _ZNK4llvm8OptionalINS_8ArrayRefINS_7remarks27BitstreamRemarkParserHelper8ArgumentEEEEcvbEv | operator bool | inline=NO
8102136 | 8102155 | _ZNR4llvm8OptionalIjEdeEv | operator* | inline=NO
85d94b6 | 85d94d5 | _ZN4llvm8OptionalINS_7remarks14RemarkLocationEEptEv | operator-> | inline=NO
85e899c | 85e89bd | _ZN4llvm8OptionalINS_7remarks14RemarkLocationEE7emplaceIJEEEvDpOT_ | emplace<> | inline=NO
847b54a | 847b618 | _ZN4llvm8ExpectedINS_9StringRefEE9takeErrorEv | takeError | inline=NO
847b7e8 | 847b815 | _ZN4llvm8ExpectedINS_9StringRefEEdeEv | operator* | inline=NO
847b50c | 847b548 | _ZN4llvm8ExpectedINS_9StringRefEEcvbEv | operator bool | inline=NO
847aca2 | 847acfd | _ZN4llvm8ExpectedINS_9StringRefEED2Ev | ~Expected | inline=NO
85e8978 | 85e899a | _ZN4llvmeqINS_7remarks17ParsedStringTableEEEbRKNS_8OptionalIT_EENS_8NoneTypeE | operator==<llvm::remarks::ParsedStringTable> | inline=NO
85e13b8 | 85e13de | _ZNKSt10unique_ptrIN4llvm7remarks6RemarkESt14default_deleteIS2_EEdeEv | operator* | inline=NO
85e136e | 85e13b7 | _ZNSt15__uniq_ptr_implIN4llvm7remarks6RemarkESt14default_deleteIS2_EEC2EOS5_ | __uniq_ptr_impl | inline=NO
85e1348 | 85e136d | _ZNSt5tupleIJPN4llvm7remarks6RemarkESt14default_deleteIS2_EEEC2EOS6_ | tuple | inline=NO
85dc228 | 85dc28f | _ZNSt10unique_ptrIN4llvm7remarks6RemarkESt14default_deleteIS2_EED2Ev | ~unique_ptr | inline=NO
85e12e7 | 85e1347 | _ZSt11make_uniqueIN4llvm7remarks6RemarkEJEENSt9_MakeUniqIT_E15__single_objectEDpOT0_ | make_unique<llvm::remarks::Remark> | inline=NO
8099206 | 809928d | _ZN4llvm7remarks6RemarkC2Ev | Remark | inline=NO
80991e4 | 8099205 | _ZN4llvm8OptionalINS_7remarks14RemarkLocationEEC2Ev | Optional | inline=NO
85cc2d0 | 85cc2ec | _ZN4llvm15optional_detail15OptionalStorageINS_7remarks14RemarkLocationELb1EEC2Ev | OptionalStorage | inline=NO
85e1eaa | 85e1f51 | _ZN4llvm17createStringErrorIJyyEEENS_5ErrorESt10error_codePKcDpRKT_ | createStringError<long long unsigned int, long long unsigned int> | inline=NO
8477d1e | 8477d58 | _ZNSt6vectorIN4llvm18BitstreamBlockInfo9BlockInfoESaIS2_EEaSEOS4_ | operator= | inline=NO
85e8940 | 85e8977 | _ZN4llvm11SmallVectorINS_15BitstreamCursor5BlockELj8EEaSEOS3_ | operator= | inline=NO
82c0a3a | 82c0a59 | _ZNKSt10unique_ptrIN4llvm12MemoryBufferESt14default_deleteIS1_EEptEv | operator-> | inline=NO
810421c | 8104275 | _ZNSt15__uniq_ptr_implIN4llvm12MemoryBufferESt14default_deleteIS1_EEaSEOS4_ | operator= | inline=NO
810420a | 810421b | _ZSt4moveIRSt10unique_ptrIN4llvm12MemoryBufferESt14default_deleteIS2_EEEONSt16remove_referenceIT_E4typeEOS8_ | move<std::unique_ptr<llvm::MemoryBuffer>&> | inline=NO
831ff02 | 831ff21 | _ZN4llvm7ErrorOrISt10unique_ptrINS_12MemoryBufferESt14default_deleteIS2_EEEdeEv | operator* | inline=NO
82c0d86 | 82c0dd5 | _ZNK4llvm7ErrorOrISt10unique_ptrINS_12MemoryBufferESt14default_deleteIS2_EEE8getErrorEv | getError | inline=NO
82c0d48 | 82c0d85 | _ZN4llvm7ErrorOrISt10unique_ptrINS_12MemoryBufferESt14default_deleteIS2_EEED2Ev | ~ErrorOr | inline=NO
85e0f38 | 85e0f8a | _ZN4llvm11SmallVectorIcLj80EED2Ev | ~SmallVector | inline=NO
85e88f8 | 85e893f | _ZN4llvm11SmallStringILj80EEC2ENS_9StringRefE | SmallString | inline=NO
85e88c2 | 85e88f6 | _ZN4llvm8OptionalINS_7remarks17ParsedStringTableEE7emplaceIJRNS_9StringRefEEEEvDpOT_ | emplace<llvm::StringRef&> | inline=NO
85e88a2 | 85e88c1 | _ZNR4llvm8OptionalIhEdeEv | operator* | inline=NO
85e8882 | 85e88a1 | _ZNK4llvm8OptionalIhEcvbEv | operator bool | inline=NO
83b1fc6 | 83b1fe5 | _ZNR4llvm8OptionalIyEdeEv | operator* | inline=NO
85e1258 | 85e12e6 | _ZN4llvm8ExpectedISt10unique_ptrINS_7remarks6RemarkESt14default_deleteIS3_EEEC2ENS_5ErrorE | Expected | inline=NO
85e1dd5 | 85e1e3d | _ZN4llvm10make_errorINS_7remarks14EndOfFileErrorEJEEENS_5ErrorEDpOT0_ | make_error<llvm::remarks::EndOfFileError> | inline=NO
85e8818 | 85e8881 | _ZN4llvm8ExpectedISt10unique_ptrINS_7remarks21BitstreamRemarkParserESt14default_deleteIS3_EEEC2IS6_EEOT_PNSt9enable_ifIXsrSt14is_convertibleIS9_S6_E5valueEvE4typeE | Expected<std::unique_ptr<llvm::remarks::BitstreamRemarkParser> > | inline=NO
85dc7fd | 85dc80e | _ZSt4moveIRSt10unique_ptrIN4llvm7remarks21BitstreamRemarkParserESt14default_deleteIS3_EEEONSt16remove_referenceIT_E4typeEOS9_ | move<std::unique_ptr<llvm::remarks::BitstreamRemarkParser>&> | inline=NO
80b947c | 80b949b | _ZNR4llvm8OptionalINS_9StringRefEEdeEv | operator* | inline=NO
85e87f8 | 85e8817 | _ZNKSt10unique_ptrIN4llvm7remarks21BitstreamRemarkParserESt14default_deleteIS2_EEptEv | operator-> | inline=NO
80b9514 | 80b9533 | _ZNK4llvm8OptionalINS_9StringRefEEcvbEv | operator bool | inline=NO
85e87ae | 85e87f7 | _ZNSt15__uniq_ptr_implIN4llvm7remarks21BitstreamRemarkParserESt14default_deleteIS2_EEC2EOS5_ | __uniq_ptr_impl | inline=NO
85e8788 | 85e87ad | _ZNSt5tupleIJPN4llvm7remarks21BitstreamRemarkParserESt14default_deleteIS2_EEEC2EOS6_ | tuple | inline=NO
85db17a | 85db199 | _ZNK4llvm8OptionalINS_7remarks17ParsedStringTableEEcvbEv | operator bool | inline=NO
85dacd7 | 85dad3e | _ZSt11make_uniqueIN4llvm7remarks21BitstreamRemarkParserEJRNS0_9StringRefEEENSt9_MakeUniqIT_E15__single_objectEDpOT0_ | make_unique<llvm::remarks::BitstreamRemarkParser, llvm::StringRef&> | inline=NO
85dad40 | 85dada7 | _ZNSt10unique_ptrIN4llvm7remarks21BitstreamRemarkParserESt14default_deleteIS2_EED2Ev | ~unique_ptr | inline=NO
85daf7e | 85db016 | _ZSt11make_uniqueIN4llvm7remarks21BitstreamRemarkParserEJRNS0_9StringRefENS1_17ParsedStringTableEEENSt9_MakeUniqIT_E15__single_objectEDpOT0_ | make_unique<llvm::remarks::BitstreamRemarkParser, llvm::StringRef&, llvm::remarks::ParsedStringTable> | inline=NO
85db15a | 85db179 | _ZNR4llvm8OptionalINS_7remarks17ParsedStringTableEEdeEv | operator* | inline=NO
85e86f8 | 85e8786 | _ZN4llvm8ExpectedISt10unique_ptrINS_7remarks21BitstreamRemarkParserESt14default_deleteIS3_EEEC2ENS_5ErrorE | Expected | inline=NO
847bd82 | 847bdaf | _ZN4llvm8ExpectedIbEdeEv | operator* | inline=NO
847bcb2 | 847bd80 | _ZN4llvm8ExpectedIbE9takeErrorEv | takeError | inline=NO
847bc74 | 847bcb0 | _ZN4llvm8ExpectedIbEcvbEv | operator bool | inline=NO
85e86e4 | 85e86f7 | _ZNKSt5arrayIcLj4EE4sizeEv | size | inline=NO
85e86c2 | 85e86e2 | _ZNSt5arrayIcLj4EE4dataEv | data | inline=NO
85e8684 | 85e86c0 | _ZN4llvm8ExpectedISt5arrayIcLj4EEEptEv | operator-> | inline=NO
85e85b4 | 85e8682 | _ZN4llvm8ExpectedISt5arrayIcLj4EEE9takeErrorEv | takeError | inline=NO
85e8576 | 85e85b2 | _ZN4llvm8ExpectedISt5arrayIcLj4EEEcvbEv | operator bool | inline=NO
8474f0c | 8474f6b | _ZN4llvm8ExpectedIbEC2IbEEOT_PNSt9enable_ifIXsrSt14is_convertibleIS3_bE5valueEvE4typeE | Expected<bool> | inline=NO
8474de0 | 8474e3b | _ZN4llvm8ExpectedIbED2Ev | ~Expected | inline=NO
8474d50 | 8474dde | _ZN4llvm8ExpectedIbEC2ENS_5ErrorE | Expected | inline=NO
85e8262 | 85e8574 | _ZNSt6vectorIN4llvm18BitstreamBlockInfo9BlockInfoESaIS2_EEaSERKS4_ | operator= | inline=NO
85e824e | 85e8261 | _ZN9__gnu_cxx14__alloc_traitsISaIN4llvm18BitstreamBlockInfo9BlockInfoEES3_E27_S_propagate_on_copy_assignEv | _S_propagate_on_copy_assign | inline=NO
8477cfe | 8477d1d | _ZNR4llvm8OptionalINS_18BitstreamBlockInfoEEdeEv | operator* | inline=NO
8477cde | 8477cfd | _ZNK4llvm8OptionalINS_18BitstreamBlockInfoEEcvbEv | operator bool | inline=NO
85e8220 | 85e824d | _ZN4llvm8ExpectedINS_8OptionalINS_18BitstreamBlockInfoEEEEdeEv | operator* | inline=NO
8477ac2 | 8477b90 | _ZN4llvm8ExpectedINS_8OptionalINS_18BitstreamBlockInfoEEEE9takeErrorEv | takeError | inline=NO
8477a84 | 8477ac0 | _ZN4llvm8ExpectedINS_8OptionalINS_18BitstreamBlockInfoEEEEcvbEv | operator bool | inline=NO
8477a1c | 8477a83 | _ZN4llvm8ExpectedINS_8OptionalINS_18BitstreamBlockInfoEEEED2Ev | ~Expected | inline=NO
84733c2 | 84733e3 | _ZN4llvm8OptionalINS_18BitstreamBlockInfoEED2Ev | ~Optional | inline=NO
85e81e2 | 85e821e | _ZN4llvm8ExpectedINS_14BitstreamEntryEEptEv | operator-> | inline=NO
8474e3c | 8474f0a | _ZN4llvm8ExpectedINS_14BitstreamEntryEE9takeErrorEv | takeError | inline=NO
85e8180 | 85e81e0 | _ZN4llvm8ExpectedISt5arrayIcLj4EEEC2IS2_EEOT_PNSt9enable_ifIXsrSt14is_convertibleIS5_S2_E5valueEvE4typeE | Expected<std::array<char, 4> > | inline=NO
85e8124 | 85e817f | _ZN4llvm8ExpectedISt5arrayIcLj4EEED2Ev | ~Expected | inline=NO
85e8094 | 85e8122 | _ZN4llvm8ExpectedISt5arrayIcLj4EEEC2ENS_5ErrorE | Expected | inline=NO
85e8070 | 85e8093 | _ZNSt5arrayIcLj4EEixEj | operator[] | inline=NO
8474fbe | 847500e | _ZNSt12_Vector_baseIN4llvm18BitstreamBlockInfo9BlockInfoESaIS2_EED2Ev | ~_Vector_base | inline=NO
8474f9c | 8474fbc | _ZNSaIN4llvm18BitstreamBlockInfo9BlockInfoEED2Ev | ~allocator | inline=NO
8474f6c | 8474f9b | _ZNSt12_Vector_baseIN4llvm18BitstreamBlockInfo9BlockInfoESaIS2_EE12_Vector_implC2Ev | _Vector_impl | inline=NO
85e7581 | 85e78a7 | parseBlock<llvm::remarks::BitstreamRemarkParserHelper> | parseBlock<llvm::remarks::BitstreamRemarkParserHelper> | inline=NO
85e725a | 85e7580 | parseBlock<llvm::remarks::BitstreamMetaParserHelper> | parseBlock<llvm::remarks::BitstreamMetaParserHelper> | inline=NO
85e803c | 85e806e | _ZN4llvm8OptionalINS_8ArrayRefINS_7remarks27BitstreamRemarkParserHelper8ArgumentEEEEaSEOS5_ | operator= | inline=NO
85e8000 | 85e803a | _ZN4llvm8ArrayRefINS_7remarks27BitstreamRemarkParserHelper8ArgumentEEC2IvEERKNS_25SmallVectorTemplateCommonIS3_T_EE | ArrayRef<void> | inline=NO
85e7fa2 | 85e7ffe | _ZN4llvm25SmallVectorTemplateCommonINS_7remarks27BitstreamRemarkParserHelper8ArgumentEvE4backEv | back | inline=NO
85e7ed6 | 85e7fa1 | _ZN4llvm15SmallVectorImplINS_7remarks27BitstreamRemarkParserHelper8ArgumentEE12emplace_backIJEEERS3_DpOT_ | emplace_back<> | inline=NO
85e7e6c | 85e7ed5 | _ZN4llvm7remarks27BitstreamRemarkParserHelper8ArgumentC2Ev | Argument | inline=NO
83b1f5e | 83b1f90 | _ZN4llvm8OptionalIjEaSEOj | operator= | inline=NO
85e7e18 | 85e7e6a | _ZN4llvm11SmallVectorIyLj5EED2Ev | ~SmallVector | inline=NO
85e7df4 | 85e7e17 | _ZN4llvm11SmallVectorIyLj5EEC2Ev | SmallVector | inline=NO
85e7da0 | 85e7df2 | _ZN4llvm11SmallVectorINS_7remarks27BitstreamRemarkParserHelper8ArgumentELj8EED2Ev | ~SmallVector | inline=NO
85e7d7c | 85e7d9f | _ZN4llvm11SmallVectorINS_7remarks27BitstreamRemarkParserHelper8ArgumentELj8EEC2Ev | SmallVector | inline=NO
85e1c18 | 85e1c3e | _ZN4llvm8OptionalINS_9StringRefEEaSERKS1_ | operator= | inline=NO
85e7d48 | 85e7d7a | _ZN4llvm8OptionalIhEaSEOh | operator= | inline=NO
85e7d20 | 85e7d46 | _ZN4llvm8OptionalIyEaSERKy | operator= | inline=NO
8474c5c | 8474cbd | _ZN4llvm25SmallVectorTemplateCommonIyvEixEj | operator[] | inline=NO
83149d0 | 83149fd | _ZN4llvm8ExpectedIjEdeEv | operator* | inline=NO
8274e06 | 8274e58 | _ZN4llvm11SmallVectorIyLj2EED2Ev | ~SmallVector | inline=NO
85e7cfc | 85e7d1f | _ZN4llvm11SmallVectorIyLj2EEC2Ev | SmallVector | inline=NO
85e7c53 | 85e7cfa | _ZN4llvm17createStringErrorIJPKcS2_EEENS_5ErrorESt10error_codeS2_DpRKT_ | createStringError<char const*, char const*> | inline=NO
85e7bab | 85e7c52 | _ZN4llvm17createStringErrorIJPKcjEEENS_5ErrorESt10error_codeS2_DpRKT_ | createStringError<char const*, unsigned int> | inline=NO
8056eaa | 8056eca | _ZNK4llvm8OptionalIyE8hasValueEv | hasValue | inline=NO
8218fda | 8218ff9 | _ZNKR4llvm8OptionalIyEdeEv | operator* | inline=NO
80992da | 809932c | _ZN4llvm11SmallVectorINS_7remarks8ArgumentELj5EED2Ev | ~SmallVector | inline=NO
85daa06 | 85daa3b | _ZN4llvm8OptionalINS_7remarks17ParsedStringTableEEC2EOS2_ | Optional | inline=NO
85da9ca | 85daa05 | _ZN4llvm15optional_detail15OptionalStorageINS_7remarks17ParsedStringTableELb0EEC2IJS3_EEENS_10in_place_tEDpOT_ | OptionalStorage<llvm::remarks::ParsedStringTable> | inline=NO
85da924 | 85da948 | _ZN4llvm7remarks17ParsedStringTableD2Ev | ~ParsedStringTable | inline=NO
85da8e8 | 85da923 | _ZN4llvm7remarks17ParsedStringTableC2EOS1_ | ParsedStringTable | inline=NO
815d2e6 | 815d30b | _ZNSt6vectorIjSaIjEEC2EOS1_ | vector | inline=NO
815d2c0 | 815d2e5 | _ZNSt12_Vector_baseIjSaIjEEC2EOS1_ | _Vector_base | inline=NO
80510cc | 80510ec | _ZNSt12_Vector_baseIjSaIjEE12_Vector_implD2Ev | ~_Vector_impl | inline=NO
85da9b7 | 85da9c8 | _ZSt4moveIRN4llvm7remarks17ParsedStringTableEEONSt16remove_referenceIT_E4typeEOS5_ | move<llvm::remarks::ParsedStringTable&> | inline=NO
81026ac | 8102713 | _ZNSt10unique_ptrIN4llvm12MemoryBufferESt14default_deleteIS1_EED2Ev | ~unique_ptr | inline=NO
8102680 | 81026aa | _ZNSt10unique_ptrIN4llvm12MemoryBufferESt14default_deleteIS1_EEC2IS3_vEEv | unique_ptr<> | inline=NO
810265e | 810267f | _ZNSt15__uniq_ptr_dataIN4llvm12MemoryBufferESt14default_deleteIS1_ELb1ELb1EECI2St15__uniq_ptr_implIS1_S3_EEv | __uniq_ptr_data | inline=NO
810263c | 810265d | _ZNSt15__uniq_ptr_implIN4llvm12MemoryBufferESt14default_deleteIS1_EEC2Ev | __uniq_ptr_impl | inline=NO
810261a | 810263b | _ZNSt5tupleIJPN4llvm12MemoryBufferESt14default_deleteIS1_EEEC2ILb1ELb1EEEv | tuple<> | inline=NO
85da996 | 85da9b6 | _ZN4llvm15optional_detail15OptionalStorageINS_7remarks17ParsedStringTableELb0EED2Ev | ~OptionalStorage | inline=NO
8475010 | 8475059 | _ZNSt6vectorIN4llvm18BitstreamBlockInfo9BlockInfoESaIS2_EED2Ev | ~vector | inline=NO
84a9362 | 84a9382 | _ZNKSt6vectorISt10shared_ptrIN4llvm13BitCodeAbbrevEESaIS3_EE4sizeEv | size | inline=NO
84740f6 | 8474149 | _ZN4llvm23SmallVectorTemplateBaseINS_15BitstreamCursor5BlockELb0EE8pop_backEv | pop_back | inline=NO
84740d0 | 84740f4 | _ZN4llvm15BitstreamCursor5BlockD2Ev | ~Block | inline=NO
8474094 | 84740ce | _ZNSt6vectorISt10shared_ptrIN4llvm13BitCodeAbbrevEESaIS3_EEaSEOS5_ | operator= | inline=NO
8474081 | 8474092 | _ZSt4moveIRSt6vectorISt10shared_ptrIN4llvm13BitCodeAbbrevEESaIS4_EEEONSt16remove_referenceIT_E4typeEOS9_ | move<std::vector<std::shared_ptr<llvm::BitCodeAbbrev> >&> | inline=NO
8474024 | 8474080 | _ZN4llvm25SmallVectorTemplateCommonINS_15BitstreamCursor5BlockEvE4backEv | back | inline=NO
8064050 | 8064069 | _ZNK4llvm15SmallVectorBaseIjE5emptyEv | empty | inline=NO
8473f6a | 8473fa6 | _ZN4llvm8ExpectedINS_14BitstreamEntryEEcvbEv | operator bool | inline=NO
8473eda | 8473f68 | _ZN4llvm8ExpectedINS_14BitstreamEntryEEC2ENS_5ErrorE | Expected | inline=NO
8473eaa | 8473ed9 | _ZN4llvm8ExpectedINS_14BitstreamEntryEEC2EOS2_ | Expected | inline=NO
8473e4e | 8473ea9 | _ZN4llvm8ExpectedINS_14BitstreamEntryEED2Ev | ~Expected | inline=NO
8473de4 | 8473e4c | _ZN4llvm8ExpectedINS_14BitstreamEntryEEC2IS1_EEOT_PNSt9enable_ifIXsrSt14is_convertibleIS4_S1_E5valueEvE4typeE | Expected<llvm::BitstreamEntry> | inline=NO
8473d90 | 8473de2 | _ZN4llvm11SmallVectorINS_15BitstreamCursor5BlockELj8EED2Ev | ~SmallVector | inline=NO
8473d6c | 8473d8f | _ZN4llvm11SmallVectorINS_15BitstreamCursor5BlockELj8EEC2Ev | SmallVector | inline=NO
8473d22 | 8473d6b | _ZNSt6vectorISt10shared_ptrIN4llvm13BitCodeAbbrevEESaIS3_EED2Ev | ~vector | inline=NO
8473cd6 | 8473d20 | _ZNSt12_Vector_baseISt10shared_ptrIN4llvm13BitCodeAbbrevEESaIS3_EED2Ev | ~_Vector_base | inline=NO
8473cb4 | 8473cd4 | _ZNSaISt10shared_ptrIN4llvm13BitCodeAbbrevEEED2Ev | ~allocator | inline=NO
8473c84 | 8473cb3 | _ZNSt12_Vector_baseISt10shared_ptrIN4llvm13BitCodeAbbrevEESaIS3_EE12_Vector_implC2Ev | _Vector_impl | inline=NO
8473a94 | 8473ac5 | _ZN4llvm8ExpectedIjEaSEOS1_ | operator= | inline=NO
82f6206 | 82f6248 | _ZN4llvm17createStringErrorIJEEENS_5ErrorESt4errcPKcDpRKT_ | createStringError<> | inline=NO
8473a66 | 8473a93 | _ZN4llvm8ExpectedIjE3getEv | get | inline=NO
83a0bbe | 83a0c4c | _ZN4llvm8ExpectedIjEC2ENS_5ErrorE | Expected | inline=NO
83a304c | 83a30aa | _ZN4llvm8ExpectedIjEC2IjEEOT_PNSt9enable_ifIXsrSt14is_convertibleIS3_jE5valueEvE4typeE | Expected<unsigned int> | inline=NO
8473a43 | 8473a64 | _ZN4llvm7support6endian4readIjLNS0_10endiannessE1ELj1EEET_PKv | read<unsigned int, (llvm::support::endianness)1, 1> | inline=NO
84739f6 | 8473a42 | _ZN4llvm17createStringErrorIJjjEEENS_5ErrorESt4errcPKcDpRKT_ | createStringError<unsigned int, unsigned int> | inline=NO
812a734 | 812a747 | _ZNK4llvm8ArrayRefIhE4dataEv | data | inline=NO
83149fe | 8314acc | _ZN4llvm8ExpectedIjE9takeErrorEv | takeError | inline=NO
8314992 | 83149ce | _ZN4llvm8ExpectedIjEcvbEv | operator bool | inline=NO
84739c6 | 84739f5 | _ZN4llvm8ExpectedIjEC2EOS1_ | Expected | inline=NO
8314936 | 8314991 | _ZN4llvm8ExpectedIjED2Ev | ~Expected | inline=NO
85e7b84 | 85e7baa | _ZNKSt6vectorIN4llvm18BitstreamBlockInfo9BlockInfoESaIS2_EE4sizeEv | size | inline=NO
838500e | 838505f | _ZNSt10unique_ptrIN4llvm13ErrorInfoBaseESt14default_deleteIS1_EEC2INS0_9FileErrorES2_IS6_EvEEOS_IT_T0_E | unique_ptr<llvm::FileError, std::default_delete<llvm::FileError> > | inline=NO
8384fe4 | 838500c | _ZNSt15__uniq_ptr_dataIN4llvm13ErrorInfoBaseESt14default_deleteIS1_ELb1ELb1EECI2St15__uniq_ptr_implIS1_S3_EIS2_INS0_9FileErrorEEEEPS1_OT_ | __uniq_ptr_data<std::default_delete<llvm::FileError> > | inline=NO
8384f7c | 8384fe3 | _ZNSt10unique_ptrIN4llvm9FileErrorESt14default_deleteIS1_EED2Ev | ~unique_ptr | inline=NO
8384f56 | 8384f7a | _ZNSt10unique_ptrIN4llvm9FileErrorESt14default_deleteIS1_EEC2IS3_vEEPS1_ | unique_ptr<> | inline=NO
8384f30 | 8384f55 | _ZNSt15__uniq_ptr_dataIN4llvm9FileErrorESt14default_deleteIS1_ELb1ELb1EECI2St15__uniq_ptr_implIS1_S3_EEPS1_ | __uniq_ptr_data | inline=NO
8384ea4 | 8384f2f | _ZN4llvm15handleAllErrorsIJZNS_9FileError5buildERKNS_5TwineENS_8OptionalIjEENS_5ErrorEEUlSt10unique_ptrINS_13ErrorInfoBaseESt14default_deleteIS9_EEE_EEEvS7_DpOT_ | handleAllErrors<llvm::FileError::build(const llvm::Twine&, llvm::Optional<unsigned int>, llvm::Error)::<lambda(std::unique_ptr<llvm::ErrorInfoBase, std::default_delete<llvm::ErrorInfoBase> >)> > | inline=NO
835e010 | 835e021 | _ZSt4moveIRN4llvm8OptionalIjEEEONSt16remove_referenceIT_E4typeEOS5_ | move<llvm::Optional<unsigned int>&> | inline=NO
80998ea | 8099943 | _ZNSt15__uniq_ptr_implIN4llvm13ErrorInfoBaseESt14default_deleteIS1_EEaSEOS4_ | operator= | inline=NO
80b907c | 80b909c | _ZNKR4llvm8OptionalIjE8getValueEv | getValue | inline=NO
80b905a | 80b907a | _ZNK4llvm8OptionalIjE8hasValueEv | hasValue | inline=NO
830bbc6 | 830bbea | _ZNKSt10unique_ptrIN4llvm13ErrorInfoBaseESt14default_deleteIS1_EEcvbEv | operator bool | inline=NO
8099898 | 80998e9 | _ZNSt10unique_ptrIN4llvm13ErrorInfoBaseESt14default_deleteIS1_EEC2INS0_9ErrorListES2_IS6_EvEEOS_IT_T0_E | unique_ptr<llvm::ErrorList, std::default_delete<llvm::ErrorList> > | inline=NO
809986e | 8099896 | _ZNSt15__uniq_ptr_dataIN4llvm13ErrorInfoBaseESt14default_deleteIS1_ELb1ELb1EECI2St15__uniq_ptr_implIS1_S3_EIS2_INS0_9ErrorListEEEEPS1_OT_ | __uniq_ptr_data<std::default_delete<llvm::ErrorList> > | inline=NO
8099806 | 809986d | _ZNSt10unique_ptrIN4llvm9ErrorListESt14default_deleteIS1_EED2Ev | ~unique_ptr | inline=NO
80997e0 | 8099804 | _ZNSt10unique_ptrIN4llvm9ErrorListESt14default_deleteIS1_EEC2IS3_vEEPS1_ | unique_ptr<> | inline=NO
80997ba | 80997df | _ZNSt15__uniq_ptr_dataIN4llvm9ErrorListESt14default_deleteIS1_ELb1ELb1EECI2St15__uniq_ptr_implIS1_S3_EEPS1_ | __uniq_ptr_data | inline=NO
809977c | 80997b9 | _ZNSt6vectorISt10unique_ptrIN4llvm13ErrorInfoBaseESt14default_deleteIS2_EESaIS5_EE6insertEN9__gnu_cxx17__normal_iteratorIPKS5_S7_EEOS5_ | insert | inline=NO
8099754 | 809977b | _ZN9__gnu_cxx17__normal_iteratorIPKSt10unique_ptrIN4llvm13ErrorInfoBaseESt14default_deleteIS3_EESt6vectorIS6_SaIS6_EEEC2IPS6_EERKNS0_IT_NS_11__enable_ifIXsrSt10__are_sameISF_SE_E7__valueESB_E6__typeEEE | __normal_iterator<std::unique_ptr<llvm::ErrorInfoBase>*> | inline=NO
8099740 | 8099753 | _ZNK9__gnu_cxx17__normal_iteratorIPSt10unique_ptrIN4llvm13ErrorInfoBaseESt14default_deleteIS3_EESt6vectorIS6_SaIS6_EEEdeEv | operator* | inline=NO
8099720 | 809973e | _ZN9__gnu_cxx17__normal_iteratorIPSt10unique_ptrIN4llvm13ErrorInfoBaseESt14default_deleteIS3_EESt6vectorIS6_SaIS6_EEEppEv | operator++ | inline=NO
80996e4 | 809971e | _ZN9__gnu_cxxneIPSt10unique_ptrIN4llvm13ErrorInfoBaseESt14default_deleteIS3_EESt6vectorIS6_SaIS6_EEEEbRKNS_17__normal_iteratorIT_T0_EESG_ | operator!=<std::unique_ptr<llvm::ErrorInfoBase>*, std::vector<std::unique_ptr<llvm::ErrorInfoBase> > > | inline=NO
80996b8 | 80996e3 | _ZNSt6vectorISt10unique_ptrIN4llvm13ErrorInfoBaseESt14default_deleteIS2_EESaIS5_EE3endEv | end | inline=NO
